Speciality_Group,HCP_ID,Decile,Emails_Jan18,Emails_Feb18,Emails_Mar18,Emails_Apr18,Emails_May18,Emails_Jun18,Emails_Jul18,Emails_Aug18,Emails_Sep18,Emails_Oct18,Emails_Nov18,Emails_Dec18,Emails_Jan19,Emails_Feb19,Emails_Mar19,Emails_Apr19,Calls_Jan18,Calls_Feb18,Calls_Mar18,Calls_Apr18,Calls_May18,Calls_Jun18,Calls_Jul18,Calls_Aug18,Calls_Sep18,Calls_Oct18,Calls_Nov18,Calls_Dec18,Calls_Jan19,Calls_Feb19,Calls_Mar19,Calls_Apr19,Segment,Brand_Sales_Jan18,Brand_Sales_Feb18,Brand_Sales_Mar18,Brand_Sales_Apr18,Brand_Sales_May18,Brand_Sales_Jun18,Brand_Sales_Jul18,Brand_Sales_Aug18,Brand_Sales_Sep18,Brand_Sales_Oct18,Brand_Sales_Nov18,Brand_Sales_Dec18,Brand_Sales_Jan19,Brand_Sales_Feb19,Brand_Sales_Mar19,Brand_Sales_Apr19,Final_formulary_status,Final_criteria_status,Speaker_Program_Jan18,Speaker_Program_Feb18,Speaker_Program_Mar18,Speaker_Program_Apr18,Speaker_Program_May18,Speaker_Program_Jun18,Speaker_Program_Jul18,Speaker_Program_Aug18,Speaker_Program_Sep18,Speaker_Program_Oct18,Speaker_Program_Nov18,Speaker_Program_Dec18,Speaker_Program_Jan19,Speaker_Program_Feb19,Speaker_Program_Mar19,Speaker_Program_Apr19,Mobile_Alerts_Jan18,Mobile_Alerts_Feb18,Mobile_Alerts_Mar18,Mobile_Alerts_Apr18,Mobile_Alerts_May18,Mobile_Alerts_Jun18,Mobile_Alerts_Jul18,Mobile_Alerts_Aug18,Mobile_Alerts_Sep18,Mobile_Alerts_Oct18,Mobile_Alerts_Nov18,Mobile_Alerts_Dec18,Mobile_Alerts_Jan19,Mobile_Alerts_Feb19,Mobile_Alerts_Mar19,Mobile_Alerts_Apr19,Competitor_Detailing_Jan18,Competitor_Detailing_Feb18,Competitor_Detailing_Mar18,Competitor_Detailing_Apr18,Competitor_Detailing_May18,Competitor_Detailing_Jun18,Competitor_Detailing_Jul18,Competitor_Detailing_Aug18,Competitor_Detailing_Sep18,Competitor_Detailing_Oct18,Competitor_Detailing_Nov18,Competitor_Detailing_Dec18,Competitor_Detailing_Jan19,Competitor_Detailing_Feb19,Competitor_Detailing_Mar19,Competitor_Detailing_Apr19,TC
REMS,3129922,L,0,3,2,2,1,4,2,3,2,2,0,1,4,1,2,0,0,0,0,1,2,2,2,0,1,1,2,0,2,0,0,1,Covered,1,16,14,8,3,13,11,2,13,5,2,8,4,6,11,17,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,8,3,6,1,3,2,2,16,1,6,9,11,2,2,1,0,2,1,2,3,3,1,0,2,3,0,1,0,C
Other-Speciality,3033,M,3,5,2,5,4,4,6,4,5,0,8,3,4,0,3,8,0,3,1,1,4,3,0,3,1,2,0,3,2,0,2,1,Covered,28,29,53,30,21,42,56,68,66,64,66,58,52,69,62,63,On_Formulary,Restrictions,0,2,1,1,3,0,0,3,2,1,1,2,2,2,0,3,7,8,16,15,1,17,12,2,5,16,12,5,2,10,5,4,3,3,2,1,0,2,0,1,0,0,3,0,3,1,1,0,T
Other-Speciality,3779,M,7,1,3,5,1,1,1,3,5,3,2,3,6,4,1,0,0,4,4,2,4,3,1,0,1,2,4,1,2,3,3,1,Covered,54,37,34,43,23,54,80,81,77,67,76,83,75,84,83,77,On_Formulary,Restrictions,3,1,0,1,3,2,1,0,0,3,1,0,1,0,2,2,14,5,17,13,15,6,9,4,11,17,1,8,6,8,6,7,3,0,0,0,2,3,0,1,1,1,2,1,1,2,3,0,T
Other-Speciality,6136,M,3,2,1,4,5,0,1,6,3,3,2,6,7,2,0,3,0,3,2,0,2,2,3,0,1,4,1,0,1,3,2,0,Covered,49,22,59,29,17,40,60,54,59,54,56,52,60,54,51,69,Other,Restrictions,3,2,3,1,0,1,2,2,2,2,2,3,3,2,1,3,13,4,6,2,13,13,14,3,13,0,7,13,7,2,15,1,3,3,2,2,0,3,2,2,1,1,3,1,0,0,2,1,T
REMS,2529217,L,4,2,2,1,2,1,0,4,3,1,3,4,0,4,4,1,1,2,2,1,1,0,2,1,1,2,0,2,2,2,2,1,Covered,0,16,17,1,9,1,14,6,2,18,17,4,12,1,3,18,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,17,11,10,6,9,3,15,15,15,18,14,7,14,1,0,2,3,1,0,0,0,1,1,0,2,3,0,0,2,C
PCP,5434594,L,3,0,4,4,0,4,0,0,4,3,0,4,0,0,0,2,1,0,2,0,0,1,1,2,1,2,0,2,2,2,0,0,Covered,3,11,16,15,7,10,8,1,5,4,9,0,1,15,6,4,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,8,0,15,4,16,6,1,13,4,17,2,15,7,2,2,1,3,1,3,0,1,2,2,1,0,1,1,3,0,0,C
Other-Speciality,6770,L,1,0,0,1,3,3,2,0,1,2,3,3,1,1,4,1,1,1,1,2,2,0,0,0,1,0,2,0,2,0,1,2,Covered,19,15,6,15,19,1,21,14,11,20,17,13,20,19,19,15,Other,Restrictions,0,3,1,1,2,2,1,0,1,3,0,2,1,3,3,2,14,11,9,8,1,11,3,14,11,0,14,9,2,15,9,5,1,3,3,3,2,2,2,2,0,2,0,1,0,0,3,0,T
PCP,4072760,L,4,2,2,0,0,2,4,4,4,2,4,4,1,0,2,0,1,2,2,1,1,1,1,2,1,0,1,2,0,2,0,2,Covered,14,7,7,2,8,9,20,20,27,28,24,19,24,26,20,24,Other,Cannot_Use,1,1,0,2,2,3,2,0,2,0,2,0,0,2,0,3,6,2,13,15,4,15,18,0,5,11,4,11,2,3,10,18,1,0,1,1,0,3,0,3,2,3,0,1,2,1,2,1,T
Other-Speciality,3664,M,0,7,4,0,6,5,0,1,7,5,7,7,1,7,7,5,1,2,1,3,0,0,3,0,1,2,2,4,4,4,0,1,Covered,35,32,22,10,18,17,33,14,45,17,42,34,27,53,51,53,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,11,0,12,12,9,15,0,15,0,2,6,9,14,15,0,1,2,0,3,3,3,3,1,2,1,1,2,3,3,0,C
Other-Speciality,6320,L,3,3,4,1,1,2,4,4,0,3,3,0,2,4,0,1,1,2,2,1,1,0,1,2,1,1,1,2,1,1,0,2,Covered,13,13,19,2,14,17,17,18,15,8,1,19,9,13,20,8,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,6,9,11,8,8,1,15,16,0,16,9,8,2,7,3,1,3,2,2,1,2,1,0,1,1,1,3,1,3,3,C
Other-Speciality,3708,M,0,7,4,6,3,6,1,4,1,8,8,8,2,6,2,6,1,1,3,3,4,4,0,4,1,2,0,1,1,4,0,1,Covered,28,40,57,11,24,54,56,43,51,35,14,51,33,37,50,50,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,16,5,12,11,15,6,0,5,18,4,11,6,15,1,3,3,1,2,2,0,3,1,2,1,2,2,1,1,3,0,C
Other-Speciality,6731,L,0,4,3,3,0,1,2,2,4,1,1,3,2,2,1,0,1,1,2,2,2,2,2,2,1,1,1,1,0,2,2,0,Covered,12,0,12,17,3,7,25,17,17,18,22,19,23,26,24,26,On_Formulary,Restrictions,2,2,3,3,1,0,3,2,0,2,2,0,3,1,1,1,17,9,17,16,0,0,15,14,10,1,3,4,11,14,7,18,1,1,2,3,1,0,2,1,3,1,2,3,0,3,3,1,T
Other-Speciality,4191,M,1,1,7,2,8,4,0,8,6,3,5,3,2,3,4,4,1,2,0,1,2,2,1,0,1,4,0,3,0,2,1,4,Covered,29,35,44,32,50,36,59,58,63,55,65,48,50,64,50,66,Other,Restrictions,1,1,0,0,1,1,1,3,2,0,1,3,1,2,2,3,15,8,15,12,17,7,5,16,9,8,8,9,8,8,0,16,0,1,1,1,2,3,2,2,2,0,1,2,0,3,3,1,T
Other-Speciality,6503,L,4,2,1,3,0,1,2,0,0,3,2,0,3,4,3,3,1,2,2,0,1,1,0,0,1,2,2,2,1,1,1,2,Covered,7,0,17,8,14,0,14,6,6,3,6,14,8,0,5,16,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,2,16,3,10,9,16,1,5,18,13,2,16,11,12,0,3,0,1,2,1,2,0,2,3,3,3,1,3,0,1,C
PCP,31116717,L,4,0,3,4,1,4,0,0,0,0,2,2,3,3,3,0,1,2,2,1,0,2,1,1,1,0,2,1,0,2,1,2,Covered,14,19,7,12,14,20,36,38,38,33,33,31,33,34,37,32,On_Formulary,Cannot_Use,2,3,2,1,3,0,3,3,0,1,1,1,1,0,3,2,14,11,7,10,5,2,16,4,16,17,15,3,9,10,5,3,3,0,1,3,0,3,2,0,3,2,3,3,1,3,2,1,T
Other-Speciality,6681,L,0,1,2,0,3,3,0,1,1,4,0,3,3,1,4,1,1,0,1,0,1,1,1,1,1,2,2,1,0,2,1,2,Covered,20,11,6,20,17,17,34,33,30,31,28,37,37,34,30,28,On_Formulary,Restrictions,0,2,0,3,0,2,3,2,3,0,3,2,2,0,1,3,17,15,1,0,1,4,10,1,15,5,5,10,11,8,17,5,1,2,0,0,0,3,3,0,1,0,2,3,1,0,2,1,T
NON-PCP,40706,L,3,1,3,4,4,1,3,1,1,3,0,2,3,4,0,1,1,0,0,2,0,1,2,0,1,1,0,0,0,0,2,2,Covered,5,18,13,0,12,10,29,27,28,28,25,25,24,25,20,22,On_Formulary,No_Restrictions,3,3,1,0,2,0,1,2,1,3,0,2,3,0,3,3,11,8,1,5,10,15,10,11,12,13,15,6,14,1,1,14,1,1,2,3,2,2,1,2,3,1,0,3,1,3,0,0,T
Other-Speciality,6152,M,3,5,6,8,0,1,5,8,3,6,1,5,3,0,3,0,1,3,0,1,4,0,4,3,1,3,2,1,3,3,3,0,Covered,15,53,54,17,39,56,71,75,66,81,69,85,70,79,76,66,On_Formulary,Restrictions,3,0,1,0,1,0,0,0,1,0,0,3,1,2,2,1,5,0,16,5,10,11,7,2,13,10,11,5,16,17,5,8,2,2,0,1,1,3,3,2,0,1,0,3,2,1,2,1,T
Other-Speciality,6769,L,3,1,2,0,1,2,1,2,4,1,0,4,3,2,1,1,1,0,1,2,1,0,1,0,1,2,2,2,0,2,2,1,Covered,4,6,17,10,11,20,1,6,13,18,4,15,4,3,18,17,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,1,0,9,12,10,0,11,11,18,8,3,3,1,16,1,0,1,1,1,3,3,3,3,1,0,3,2,1,2,3,C
REMS,1701,M,3,8,7,6,6,3,4,5,1,3,0,4,4,3,4,4,1,1,1,4,0,0,2,3,1,2,3,1,2,1,0,0,Covered,36,45,38,27,54,34,58,54,58,53,56,44,63,44,53,44,Not_On_Formulary,Restrictions,0,2,1,0,3,2,1,2,2,1,0,0,3,2,1,0,2,12,16,14,13,17,15,12,0,2,1,3,14,18,17,7,2,3,3,1,1,1,1,1,0,2,0,0,2,2,0,1,T
PCP,5493230,L,0,2,2,2,4,3,1,0,1,1,4,2,4,1,2,2,1,2,1,0,1,1,0,2,1,2,0,2,1,1,1,2,Covered,3,14,19,19,11,18,35,30,28,31,33,34,38,37,31,32,Other,Cannot_Use,0,2,0,3,2,3,3,2,3,0,3,2,1,2,0,2,18,13,14,17,13,5,14,5,18,0,7,4,3,6,18,18,2,2,2,3,3,3,1,2,0,1,1,1,2,3,2,2,T
Other-Speciality,5525,M,1,7,2,5,8,1,0,0,8,8,3,8,4,3,2,3,1,0,3,1,4,3,0,0,1,0,0,2,2,1,3,0,Covered,25,44,36,34,41,49,60,61,59,62,71,63,73,70,73,79,Other,Restrictions,2,3,3,0,2,1,0,2,0,0,3,3,0,0,2,3,15,18,12,13,0,18,1,7,16,6,18,17,16,15,13,4,1,2,1,0,3,1,3,0,0,0,0,0,0,0,2,0,T
Other-Speciality,5107,M,6,3,7,5,2,2,1,3,5,0,6,4,5,8,1,1,1,3,0,0,2,1,1,0,1,3,2,0,1,4,0,1,Covered,25,40,58,53,18,30,59,41,44,40,60,59,57,41,56,48,Not_On_Formulary,Restrictions,0,0,3,3,0,3,1,0,1,0,2,2,3,0,3,0,15,10,6,17,12,4,18,3,11,9,3,12,18,8,12,11,1,3,0,1,3,1,3,1,1,3,2,0,2,1,0,2,T
Other-Speciality,4394,M,6,2,3,7,1,4,0,4,1,8,5,3,6,2,1,6,1,3,0,0,1,2,4,1,1,4,0,0,2,2,1,2,Covered,26,29,12,30,10,59,73,86,74,82,86,74,79,75,81,75,Other,Restrictions,3,2,0,3,0,1,1,2,2,0,1,3,3,1,2,1,18,3,11,0,18,14,15,1,6,0,2,8,13,18,14,11,0,1,2,1,1,0,3,1,1,0,0,1,0,0,3,2,T
Other-Speciality,6604,H,7,13,13,13,6,12,8,12,5,3,1,2,9,9,0,11,1,4,4,1,4,1,4,4,1,0,4,0,0,4,1,2,Covered,89,79,80,81,46,109,147,148,136,131,140,130,125,120,158,154,On_Formulary,Restrictions,2,1,2,1,2,3,0,1,3,1,2,1,2,2,3,2,18,14,1,1,13,13,15,18,17,18,5,12,15,8,10,13,1,3,3,0,1,3,1,0,1,0,2,3,2,2,3,0,T
PCP,647,H,2,12,12,7,10,1,1,12,6,2,12,10,11,2,14,5,1,2,0,1,0,3,0,1,1,3,2,3,2,3,0,0,Covered,67,55,45,33,38,72,102,119,118,96,94,114,95,101,96,96,On_Formulary,Restrictions,0,0,1,0,1,2,3,1,2,3,3,2,0,1,2,3,7,14,17,15,7,17,10,9,13,0,4,3,11,7,16,6,3,3,2,2,3,0,1,2,2,0,0,0,3,0,0,3,T
PCP,280,H,7,2,6,13,5,8,11,13,11,11,0,2,12,13,6,7,1,0,3,2,1,2,1,1,1,1,2,3,2,4,0,2,Covered,49,86,63,58,76,98,112,69,65,115,94,46,72,88,40,31,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,15,17,2,16,13,13,1,15,16,13,3,1,4,10,1,1,0,1,0,3,0,2,1,2,0,3,3,3,0,2,C
REMS,30028705,H,14,6,4,6,2,1,11,13,2,11,11,11,13,14,4,14,1,3,1,0,1,3,2,0,1,4,4,4,1,2,3,3,Covered,43,104,44,92,87,45,99,38,98,45,87,52,36,104,89,42,Other,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,17,14,15,2,11,11,0,5,4,13,13,14,2,1,1,1,2,0,0,2,1,0,1,2,2,2,0,2,0,C
PCP,426,H,10,2,14,7,0,2,12,11,6,1,6,12,13,12,11,14,1,1,3,4,2,0,0,0,1,3,1,1,0,2,0,0,Covered,112,56,91,94,86,119,55,53,45,69,48,66,48,42,101,81,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,12,13,5,15,0,9,12,5,18,4,12,2,10,2,3,2,3,2,0,3,0,2,2,3,0,1,0,0,1,C
REMS,1437,M,5,1,0,1,4,3,5,1,0,8,5,0,0,7,4,4,2,0,0,0,1,1,2,3,1,3,3,2,4,4,2,4,Covered,30,20,56,44,32,12,18,45,30,29,31,50,19,43,36,52,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,2,0,10,11,9,12,1,4,17,17,1,15,1,3,1,1,0,0,3,3,2,2,1,1,0,2,1,1,1,C
REMS,3165455,L,2,3,4,2,1,3,0,2,0,2,3,1,0,2,3,0,2,2,1,1,2,0,2,2,1,0,0,0,1,0,2,0,Covered,11,20,15,10,16,1,21,20,15,14,17,14,18,20,15,16,Not_On_Formulary,Cannot_Use,1,2,2,0,0,0,2,3,1,3,2,3,0,2,1,1,3,0,8,15,16,9,16,7,1,18,8,5,10,1,13,0,3,3,0,2,0,0,0,3,1,3,0,0,2,0,3,2,T
REMS,1768,M,0,8,4,2,4,3,2,3,2,5,0,5,0,2,8,8,2,1,3,0,1,4,1,3,1,4,4,0,4,3,0,4,Covered,22,48,31,45,17,35,62,47,45,62,61,61,55,58,51,63,On_Formulary,Restrictions,0,2,1,1,1,1,0,0,2,2,0,0,2,0,0,3,6,10,17,7,4,1,15,18,4,11,13,18,14,14,5,13,3,3,3,1,3,2,0,0,1,2,2,1,2,0,1,0,T
REMS,2579256,L,1,0,0,3,2,3,0,1,4,4,3,4,0,1,0,2,2,0,1,0,0,1,0,2,1,0,2,1,0,2,0,2,Covered,16,18,16,6,1,17,14,4,0,20,15,14,19,6,6,11,Other,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,1,17,12,18,16,0,16,2,11,11,15,10,0,3,1,3,1,0,2,3,0,0,3,0,2,2,1,0,1,C
Other-Speciality,6142,M,2,7,7,3,1,7,6,0,5,8,4,4,0,5,3,5,2,4,4,3,4,0,0,3,1,0,0,3,0,1,3,1,Covered,32,39,59,55,10,39,57,55,58,68,60,57,59,58,63,57,Other,Restrictions,2,0,1,3,0,0,3,1,3,3,2,2,0,3,0,0,10,15,10,3,2,18,5,17,16,0,11,12,2,11,14,2,3,1,3,1,1,1,3,1,1,3,3,1,3,3,2,2,T
REMS,1475,M,4,2,0,1,1,7,3,5,1,6,1,3,1,7,1,7,2,1,2,4,0,4,2,1,1,0,2,2,3,2,3,0,Covered,28,26,45,19,16,20,50,41,38,42,48,47,49,41,48,48,On_Formulary,Restrictions,2,3,0,3,2,2,3,1,1,1,3,3,0,3,0,2,2,17,15,9,1,13,13,6,3,6,4,1,13,8,2,9,0,2,0,3,0,3,1,1,0,1,2,0,2,1,3,1,T
REMS,2516067,L,1,3,3,3,4,0,3,3,1,4,3,3,2,0,4,3,2,1,2,2,0,1,2,1,1,1,0,0,0,2,0,1,Covered,3,17,6,3,12,6,23,22,18,19,16,23,24,22,23,18,Other,Cannot_Use,0,1,1,2,3,0,1,1,1,2,1,1,0,0,3,2,13,4,8,7,4,5,16,4,5,15,5,2,11,17,7,5,1,3,1,3,0,0,0,2,0,0,0,2,1,2,3,0,T
Other-Speciality,6691,L,0,0,3,0,2,3,4,0,3,1,3,3,2,4,0,4,2,2,2,1,1,1,0,1,1,2,2,1,0,1,1,2,Covered,10,16,7,17,6,18,32,38,33,35,30,37,38,32,29,38,On_Formulary,Restrictions,0,0,0,0,1,1,2,0,3,3,1,1,2,3,2,2,6,0,1,14,14,18,2,10,5,5,14,8,3,9,8,7,3,0,1,2,2,3,1,3,1,3,3,3,0,1,1,0,T
NON-PCP,1132116,L,3,0,4,1,0,0,4,2,2,4,2,3,3,3,0,2,2,1,2,2,1,0,0,2,1,1,1,1,0,1,0,0,Covered,4,3,9,3,3,5,8,11,10,13,10,16,14,17,5,17,Other,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,9,7,2,6,17,4,11,8,8,4,1,0,11,5,2,0,2,1,2,1,0,2,2,0,2,3,3,2,0,1,C
Other-Speciality,6393,L,1,2,2,0,2,2,4,1,3,3,1,4,3,1,3,1,2,1,1,0,2,1,2,1,1,1,2,0,1,1,2,2,Covered,16,0,0,16,11,18,0,3,14,4,8,14,1,15,10,3,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,11,15,9,1,1,12,15,3,4,17,9,18,4,0,1,3,3,1,1,0,0,0,0,0,1,0,3,3,0,C
NON-PCP,7327,L,1,2,0,2,0,1,1,3,3,3,0,3,3,1,2,4,2,2,0,2,2,1,1,1,1,2,0,1,0,0,0,1,Covered,11,9,3,2,19,9,15,6,20,13,5,2,7,14,4,15,Other,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,5,9,2,11,11,1,17,18,10,8,9,8,18,2,0,1,2,1,0,1,0,3,3,2,3,3,2,0,2,C
REMS,1429165,L,2,0,2,0,2,3,4,2,4,4,0,0,3,0,3,1,2,2,1,2,1,2,2,1,1,0,1,0,1,0,2,0,Covered,11,5,0,13,5,12,24,24,22,26,29,25,30,26,24,22,On_Formulary,Cannot_Use,3,3,0,0,2,2,0,1,2,3,1,0,0,2,2,0,10,1,16,15,17,14,18,4,4,5,12,10,14,5,1,18,2,2,3,0,2,1,2,0,3,1,3,0,2,1,1,2,T
Other-Speciality,6957,L,2,3,2,3,2,2,3,3,2,0,2,1,4,0,2,3,2,0,0,1,0,1,2,0,1,2,0,1,0,2,0,1,Covered,19,6,15,20,19,5,18,7,1,10,13,7,17,0,0,1,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,18,17,6,1,5,0,4,9,5,14,5,17,12,0,1,3,2,0,2,0,3,2,3,3,2,1,3,0,1,C
REMS,1664,M,5,2,5,7,6,7,0,7,3,4,0,7,4,6,7,1,2,4,4,3,3,1,2,0,1,2,0,2,4,3,2,4,Covered,47,23,40,21,56,14,33,24,36,41,29,30,34,39,29,30,On_Formulary,Restrictions,0,2,2,2,3,2,1,3,0,0,3,0,1,0,2,0,14,7,16,14,5,17,9,3,3,10,9,1,13,1,18,0,1,3,1,0,0,2,2,1,3,0,3,3,2,2,1,0,T
NON-PCP,7190,L,0,4,0,4,1,2,3,2,3,3,4,3,4,2,2,0,2,0,2,1,0,1,1,1,1,1,2,0,0,0,1,2,Covered,3,4,18,20,13,20,30,30,40,38,35,35,34,39,33,34,On_Formulary,No_Restrictions,3,0,2,2,0,1,1,1,3,2,2,1,3,2,0,0,0,14,7,0,17,2,8,14,11,18,18,12,9,10,4,11,2,0,3,0,2,2,0,3,0,1,0,2,1,2,2,1,T
NON-PCP,7193,L,4,0,2,3,4,3,4,4,3,0,2,3,4,4,2,2,2,1,1,2,2,1,0,1,1,0,1,1,2,0,1,1,Covered,10,13,1,17,13,12,30,23,29,25,28,31,24,29,25,25,On_Formulary,No_Restrictions,1,1,3,2,2,3,3,2,2,2,3,3,3,2,3,2,7,6,6,17,13,3,14,1,4,2,5,0,8,0,18,1,0,1,1,3,0,0,2,3,0,3,3,3,3,0,0,1,T
Other-Speciality,2953,M,1,6,5,1,1,4,1,8,4,3,3,4,4,0,0,7,2,1,1,2,1,4,1,0,1,2,2,1,2,2,4,2,Covered,17,39,37,53,41,35,65,54,46,53,51,59,45,57,60,54,On_Formulary,Restrictions,3,1,2,1,3,2,2,0,1,1,3,0,1,3,2,0,14,2,16,0,16,12,9,7,6,7,17,18,1,1,5,12,1,2,0,3,3,0,1,3,1,2,3,3,0,2,2,1,T
NON-PCP,7311,L,3,3,1,0,4,2,3,4,4,1,4,3,4,2,2,2,2,2,0,1,2,0,1,0,1,1,2,0,2,1,2,2,Covered,8,7,3,12,17,11,26,26,24,29,27,30,30,21,28,22,Other,No_Restrictions,1,1,3,2,2,1,1,0,2,2,0,3,1,0,3,0,7,1,5,12,7,18,9,7,2,10,14,4,6,3,0,18,1,1,0,0,1,3,3,0,1,2,1,3,2,3,1,3,T
Other-Speciality,3315,M,1,4,5,6,7,2,3,5,7,3,1,0,4,3,3,3,2,4,4,3,2,0,1,1,1,2,1,4,1,2,3,1,Covered,50,15,14,26,19,23,47,17,23,34,29,57,44,45,52,58,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,16,13,1,12,8,18,10,3,12,8,9,14,10,5,2,2,0,0,3,2,1,1,2,3,1,0,1,3,1,3,C
PCP,356,H,11,6,2,13,2,7,4,12,10,8,6,1,5,10,4,7,2,2,3,0,2,3,3,1,1,4,4,2,3,4,1,2,Covered,58,87,83,68,33,85,82,83,69,94,68,83,90,120,34,32,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,15,10,15,13,4,14,1,13,5,11,8,6,5,16,1,2,1,2,2,2,2,3,3,1,0,3,1,3,2,0,C
Other-Speciality,5624,M,5,5,1,2,3,0,0,3,7,6,6,4,8,7,8,1,2,0,4,2,4,0,1,0,1,2,2,0,1,0,2,1,Covered,36,10,39,29,38,38,50,56,65,65,50,63,63,49,67,52,On_Formulary,Restrictions,3,0,0,1,3,3,3,3,2,2,2,1,3,2,3,1,16,11,5,11,3,14,0,0,14,3,4,4,7,4,8,15,2,3,2,2,3,2,1,0,1,2,1,1,1,1,3,2,T
Other-Speciality,5173,M,1,2,1,3,7,1,1,6,6,3,2,1,0,1,0,4,3,0,4,2,1,2,1,4,1,2,1,3,3,2,3,1,Covered,44,38,19,22,46,46,63,67,56,57,76,56,66,59,65,66,On_Formulary,Restrictions,3,3,0,0,1,0,2,3,3,0,0,0,1,1,1,0,15,18,16,12,13,13,17,9,8,15,14,6,5,0,11,5,1,2,2,0,0,2,3,2,1,3,3,2,1,0,2,2,T
PCP,442,H,5,4,14,14,0,13,9,9,1,9,13,6,5,1,7,10,3,4,1,1,1,3,3,0,1,3,4,4,4,3,1,0,Covered,74,38,81,54,31,48,75,95,102,33,120,52,118,119,92,75,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,4,5,8,17,1,5,9,12,7,9,16,2,1,2,2,1,3,2,3,3,2,2,3,1,0,2,1,C
Other-Speciality,5674,M,5,5,4,1,4,0,7,2,4,8,4,8,5,7,7,8,3,2,2,3,1,1,0,1,1,0,4,1,3,0,0,2,Covered,47,52,34,34,51,55,83,70,85,74,83,67,67,72,74,72,On_Formulary,Restrictions,0,1,0,3,1,3,3,1,1,1,0,0,0,3,1,0,8,7,6,12,1,16,9,14,18,17,10,10,0,1,8,2,3,3,2,3,0,3,1,1,0,2,3,0,0,0,2,3,T
Other-Speciality,3203,M,5,6,6,3,1,7,0,6,3,1,6,0,6,6,5,5,3,3,2,3,0,3,0,3,1,3,1,4,2,3,0,3,Covered,42,32,34,36,57,54,55,60,58,12,20,34,54,24,33,24,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,11,15,5,1,2,6,2,18,1,18,16,10,7,12,2,1,1,0,3,3,1,2,3,0,0,0,1,1,3,3,C
Other-Speciality,5240,M,0,1,8,5,1,7,5,8,1,2,7,2,7,1,6,8,3,2,3,2,1,2,2,1,1,2,1,2,3,2,1,1,Covered,24,10,34,44,36,58,74,77,85,84,77,83,76,80,75,86,Other,Restrictions,2,1,0,3,3,1,2,0,0,0,0,1,2,0,0,1,17,13,4,3,1,8,9,18,14,6,13,13,3,18,7,7,3,1,2,2,2,0,1,2,1,1,2,2,0,2,0,3,T
PCP,5633,H,3,9,6,14,14,12,2,9,2,1,14,3,8,9,5,2,3,0,1,1,1,2,2,1,1,4,1,1,3,0,3,4,Covered,51,93,94,116,82,49,56,106,75,85,89,110,36,64,104,109,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,6,4,4,17,7,12,8,15,12,1,18,6,10,2,1,1,1,1,2,3,2,0,1,3,3,3,3,2,2,0,C
REMS,2203,M,5,1,7,4,8,2,0,2,6,7,1,7,8,5,2,4,3,3,4,0,3,2,3,1,1,0,2,3,1,2,2,0,Covered,26,59,10,10,55,35,51,46,50,49,64,57,53,47,56,65,Other,Restrictions,2,0,2,2,0,0,2,0,3,1,1,0,0,0,3,2,16,9,9,10,12,3,0,6,6,3,2,15,8,3,2,18,2,0,2,0,2,1,0,3,0,2,0,1,1,1,3,3,T
